place_id,place_name,description,category,city,price,rating,time_minutes,lat,long,rating_count
206,Wisata Kaliurang,jogja selalu menarik untuk dikulik terlebih tempat wisatanya berbagai wisata tersedia di jogja mulai dari wisata buatan hingga wisata alam seperti halnya taman wisata kaliurang yang memadukan unsur alam dengan taman rekreasi taman rekreasi ini berada di kawasan lereng gunung merapi bukan hal aneh jika objek wisata ini sangat sejuk menghabiskan waktu untuk berlibur di sini merupakan pilihan yang tepat,Cagar Alam,Yogyakarta,8000,44,60.0,-7.6120675,110.4205209,22
207,Heha Sky View,heha sky view adalah salah satu tempat wisata terbaru di yogyakarta dan paling hits saat ini mau foto estetik ala selebgram atau berfoto di atas rooftop berlantai kaca bisa terletak di yogyakarta yang romantis heha sky view adalah tempat wisata yang punya tiga ciri khas berdasarkan akun instagram milik mereka tiga hal yang menjadi ciri utama heha sky view adalah selfie resto dan food stalls ada banyak penjual makanan kekinian berkonsep kontainer untuk kamu yang suka memanjakan lidah dan kalau ingin menambah stok swafoto ada banyak spot instagrammable yang patut dicoba,Taman Hiburan,Yogyakarta,15000,44,120.0,-7.8496144,110.478324,24
208,Taman Sungai Mudal,taman sungai mudal sebuah objek wisata alam terbuka yang terletak di kabupaten kulon progo yang menawarkan pesona sebuah kolam pemandian yang bersumber dari mata air alami mata airnya bersumber dari sebuah goa sehingga kehadiran taman sungai mudal menjadi mengesampingkan kesan angker dari sebuah goa apalagi ditambah dengan dukungan fasilitas yang membuat para wisatawan merasa nyaman saat berada di sana taman sungai mudal menjadi salahsatu wisata kulon progo yang selalu menjadi destinasi utama saat liburan tiba salahsatu alasan utamanya dikarenakan taman sungai mudal mampu menjadi destinasi wisata keluarga yang menyenangkan,Cagar Alam,Yogyakarta,10000,46,150.0,-7.762813599999998,110.1161626,33
209,Pantai Sanglen,pantai sanglen lokasinya berada di desa kemadang gunung kidul pantai indah yang satu ini memang terdengar asing di telinga namun ternyata pantai ini menyimpan keindahan yang sangat menenangkan keadaan ombaknya diamdiam menghanyutkan membuat kita harus berhatihati jika ingin bermain air ketika sedang pasang namun ketika surut kamu dapat bemain ombak di sekitar pantainya tak jauh dari area pantai terdapat sebuah bukit dengan hiasan pepohonan yang masih rindang serta berwarna hijau alam kamu dapat naik ke atas bukit melalui tangga yang sudah disediakan,Bahari,Yogyakarta,10000,45,,-8.1367456,110.5716362,14
210,Pantai Congot,selain pantai glagah dan pantai trisik ternyata masih ada satu lagi pantai yang berada di kulon progo yakni pantai congot pantai yang satu ini terkenal sebagai surganya memancing ikan maka tak heran jika pantai congot banyak dikunjungi oleh mereka para mancing mania selain itu masyarakat sekitar pantai congot menggantungkan hidupnya sebagai nelayan pantai congot memang tak sepopuler pantai lain yang ada di kulon progo mulai banyak dikunjungi wisatawan ketika dibukanya hutan mangrove pasir mendit karena memang lokasinya yang tak terlalu jauh dari pantai congot yakni berada di sebelah barat pantai pantai congot merupakan muara dari sungai bogowonto ini pulalah yang menyebabkan pantai congot menjadi spot favorite para pemancing karena terdapat banyak jenis ikan yang ada mulai dari ikan air tawar ikan air payau hingga ikan air asin,Bahari,Yogyakarta,3000,43,,-7.907542500000001,110.0535658,23
211,GunungTangkuban perahu,gunung tangkuban parahu adalah salah satu gunung yang terletak di provinsi jawa barat indonesia sekitar 20 km ke arah utara kota bandung dengan rimbun pohon pinus dan hamparan kebun teh di sekitarnya gunung tangkuban parahu mempunyai ketinggian setinggi 2084 meter bentuk gunung ini adalah stratovulcano dengan pusat erupsi yang berpindah dari timur ke barat jenis batuan yang dikeluarkan melalui letusan kebanyakan adalah lava dan sulfur mineral yang dikeluarkan adalah sulfur belerang mineral yang dikeluarkan saat gunung tidak aktif adalah uap belerang daerah gunung tangkuban parahu dikelola oleh perum perhutanan suhu ratarata hariannya adalah 17oc pada siang hari dan 2 c pada malam harix000d,Cagar Alam,Bandung,30000,45,,-6.759637700000001,107.6097807,28
212,Jalan Braga,jalan braga adalah nama sebuah jalan utama di kota bandung indonesia nama jalan ini cukup dikenal sejak masa pemerintahan hindia belanda sampai saat ini nama jalan tersebut tetap dipertahankan sebagai salah satu maskot dan objek wisata kota bandung yang dahulu dikenal sebagai parijs van java,Budaya,Bandung,0,47,,-6.9150534,107.6089842,16
213,Gedung Sate,gedung sate dengan ciri khasnya berupa ornamen tusuk sate pada menara sentralnya telah lama menjadi penanda atau markah tanah kota bandung yang tidak saja dikenal masyarakat di jawa barat tetapi juga seluruh indonesia bahkan model bangunan itu dijadikan pertanda bagi beberapa bangunan dan tandatanda kota di jawa barat misalnya bentuk gedung bagian depan stasiun kereta api tasikmalaya mulai dibangun tahun 1920 gedung berwarna putih ini masih berdiri kokoh namun anggun dan kini berfungsi sebagai gedung pusat pemerintahan jawa baratngedung sate yang pada masa hindia belanda itu disebut gouvernements bedrijven gb peletakan batu pertama dilakukan oleh johanna catherina coops puteri sulung wali kota bandung bertus coops dan petronella roelofsen mewakili gubernur jenderal di batavia jp graaf van limburg stirum pada tanggal 27 juli 1920 merupakan hasil perencanaan sebuah tim yang terdiri dari irjgerber arsitek muda kenamaan lulusan fakultas teknik delft nederland ir eh de roo dan ir g hendriks serta pihak gemeente van bandoeng diketuai kol pur vl slors dengan melibatkan 2000 pekerja 150 orang di antaranya pemahat atau ahli bongpay pengukir batu nisan dan pengukir kayu berkebangsaan cina yang berasal dari konghu atau kanton dibantu tukang batu kuli aduk dan peladen yang berasal dari penduduk kampung sekeloa kampung coblong dago kampung gandok dan kampung cibarengkok yang sebelumnya mereka menggarap gedong sirap kampus itb dan gedong papak balai kota bandungnnselama kurun waktu 4 tahun pada bulan september 1924 berhasil diselesaikan pembangunan induk bangunan utama gouverments bedrijven termasuk kantor pusat ptt pos telepon dan telegraf dan perpustakaannarsitektur gedung sate merupakan hasil karya arsitek ir jgerber dan kelompoknya yang tidak terlepas dari masukan maestro arsitek belanda drhendrik petrus berlage yang bernuansakan wajah arsitektur tradisional nusantaranbanyak kalangan arsitek dan ahli bangunan menyatakan gedung sate adalah bangunan monumental yang anggun mempesona dengan gaya arsitektur unik mengarah kepada bentuk gaya arsitektur indoeropa indo europeeschen architectuur stijl sehingga tidak mustahil bila keanggunan candi borobudur ikut mewarnai gedung satenbeberapa pendapat tentang megahnya gedung sate di antaranya cor pashier dan jan wittenberg dua arsitek belanda yang mengatakan langgam arsitektur gedung sate adalah gaya hasil eksperimen sang arsitek yang mengarah pada bentuk gaya arsitektur indoeropand ruhl dalam bukunya bandoeng en haar hoogvlakte 1952 gedung sate adalah bangunan terindah di indonesianir hpberlage sewaktu kunjungan ke gedung sate april 1923 menyatakan gedung sate adalah suatu karya arsitektur besar yang berhasil memadukan langgam timur dan barat secara harmonis seperti halnya gaya arsitektur italia pada masa renaiscance terutama pada bangunan sayap barat sedangkan menara bertingkat di tengah bangunan mirip atap meru atau pagoda masih banyak lagi pendapat arsitek indonesia yang menyatakan kemegahan gedung sate misalnya slamet wirasonjaya dan ir harnyoto kuntonkuat dan utuhnya gedung sate hingga kini tidak terlepas dari bahan dan teknis konstruksi yang dipakai dinding gedung sate terbuat dari kepingan batu ukuran besar 1 1 2 m yang diambil dari kawasan perbukitan batu di bandung timur sekitar arcamanik dan gunung manglayang konstruksi bangunan gedung sate menggunakan cara konvensional yang profesional dengan memperhatikan standar teknikngedung sate berdiri di atas lahan seluas 27990859 m luas bangunan 10877734 m terdiri dari basement 3039264 m lantai i 4062553 m teras lantai i 212976 m lantai ii 3023796 m teras lantai ii 212976 m menara 121 m dan teras menara 205169 mngerber sendiri memadukan beberapa aliran arsitektur ke dalam rancangannya untuk jendela gerber mengambil tema moor spanyol sedangkan untuk bangunannya dalah rennaisance italia khusus untuk menara gerber memasukkan aliran asia yaitu gaya atap pura bali atau pagoda di thailand di puncaknya terdapat tusuk sate dengan 6 buah ornamen sate versi lain menyebutkan jambu air atau melati yang melambangkan 6 juta gulden jumlah biaya yang digunakan untuk membangun gedung sate ornamen yang terbuat dari batu terletak di atas pintu utama gedung sate sering dikaitkan dengan candi borobudur karena bentuknya yang serupanfasade tampak depan gedung sate ternyata sangat diperhitungkan dengan mengikuti sumbu poros utaraselatan yang juga diterapkan di gedung pakuan yang menghadap gunung malabar di selatan gedung sate justru sengaja dibangun menghadap gunung tangkuban perahu di sebelah utarandalam perjalanannya semula diperuntukkan bagi departemen lalulintas dan pekerjaan umum bahkan menjadi pusat pemerintahan hindia belanda setelah batavia dianggap sudah tidak memenuhi syarat sebagai pusat pemerintahan karena perkembangannya sehingga digunakan oleh jawatan pekerjaan umum tanggal 3 desember 1945 terjadi peristiwa yang memakan korban tujuh orang pemuda yang mempertahankan gedung sate dari serangan pasukan gurkha untuk mengenang ke tujuh pemuda itu dibuatkan tugu dari batu yang diletakkan di belakang halaman gedung sate atas perintah menteri pekerjaan umum pada tanggal 3 desember 1970 tugu tersebut dipindahkan ke halaman depan gedung satengedung sate sejak tahun 1980 dikenal dengan sebutan kantor gubernur karena sebagai pusat kegiatan pemerintah provinsi jawa barat yang sebelumnya pemerintahaan provinsi jawa barat menempati gedung kerta mukti di jalan braga bandungnruang kerja gubernur terdapat di lantai ii bersama dengan ruang kerja wakil gubernur sekretaris daerah para assisten dan biro saat ini gubernur di bantu oleh tiga wakil gubernur yang menangani bidang pemerintahan bidang ekonomi dan pembangunan serta bidang kesejahteraan rakyat seorang sekretaris daerah dan empat asisten yaitu asisten ketataprajaan asisten administrasi pembangunan asisten kesejahteraan sosial dan asisten administrasinnamun tidak seluruh asisten menempati gedung sate asisten kesejahteraan sosial dan asisten administrasi bersama staf menempati gedung barundi bagian timur dan barat terdapat dua ruang besar yang akan mengingatkan pada ruang dansa ball room yang sering terdapat pada bangunan masyarakat eropa ruangan ini lebih sering dikenal dengan sebutan aula barat dan aula timur sering digunakan kegiatan resmi di sekeliling kedua aula ini terdapat ruanganruangan yang di tempati beberapa biro dengan stafnyanpaling atas terdapat lantai yang disebut menara gedung sate lantai ini tidak dapat dilihat dari bawah untuk menuju ke lantai teratas menggunakan lift atau dengan menaiki tangga kayunkesempurnaan megahnya gedung sate dilengkapi dengan gedung baru yang mengambil sedikit gaya arsitektur gedung sate namun dengan gaya konstektual hasil karya arsitek irsudibyo yang dibangun tahun 1977 diperuntukkan bagi para pimpinan dan anggota dewan perwakilan rakyat daerah provinsi jawa barat dalam melaksanakan tugas dan fungsinya sebagai lembaga legislatif daerahngedung sate telah menjadi salah satu tujuan objek wisata di kota bandung khusus wisatawan manca negara banyak dari mereka yang sengaja berkunjung karena memiliki keterkaitan emosi maupun history pada gedung ini keterkaitan emosi dan history ini mungkin akan terasa lebih lengkap bila menaiki anak tangga satu per satu yang tersedia menuju menara gedung sate ada 6 tangga yang harus dilalui dengan masingmasing 10 anak tangga yang harus dinaikinkeindahan gedung sate dilengkapi dengan taman disekelilingnya yang terpelihara dengan baik tidak heran bila taman ini diminati oleh masyarakat kota bandung dan para wisatawan baik domestik maupun manca negara keindahan taman ini sering dijadikan lokasi kegiatan yang bernuansakan kekeluargaan lokasi shooting video klip musik baik artis lokal maupun artis nasional lokasi foto keluarga atau foto diri bahkan foto pasangan pengantinnkhusus pada hari minggu lingkungan halaman gedung sate dijadikan pilihan tempat sebagian besar masyarakat untuk bersantai sekadar dudukduduk menikmati udara segar kota bandung atau berolahraga ringannmembandingkan gedung sate dengan bangunanbangunan pusat pemerintahan capitol building di banyak ibu kota negara sepertinya tidak berlebihan persamaannya semua dibangun di tengah kompleks hijau dengan menara sentral yang megah terlebih dari segi letak gedung sate serta lanskapnya yang relatif mirip dengan gedung putih di washington dc amerika serikat dapat dikatakan gedung sate adalah gedung putihnya kota bandung,Budaya,Bandung,5000,46,,-6.9024812,107.61881,22
214,Trans Studio Bandung,trans studio bandung adalah kawasan wisata terpadu di kota bandung indonesia trans studio dibangun pada areal seluas 42 hektare dengan investasi mencapai rp 2 triliun sehingga menjadikan sebagai kawasan hiburan terluas dan terlengkap di bandung wahana yang terdapat menawarkan petualangan dan sensasi baru yang tidak kalah menantang seperti pendahulunya yaitu trans studio resort makassar yang dibuka pada tahun 2009 trans studio bandung dibuka untuk umum pada tanggal 18 juni 2011 trans studio bandung adalah taman bermain yang paling komplet di kota bandung,Taman Hiburan,Bandung,280000,45,240.0,-6.9250943,107.6364944,18
215,Taman Hutan Raya Ir. H. Djuanda,taman hutan raya ir h djuanda tahura djuanda merupakan kawasan konservasi yang terpadu antara alam sekunder dengan hutan tanaman dengan jenis pinus pinus merkusil yang terletak di subdaerah aliran sungai cikapundung dan das citarum yang membentang mulai dari curug dago dago pakar sampai curug maribaya yang merupakan bagian dari kelompok hutan gunung pulosarintahura djuanda terletak di sebelah utara kota bandung berjarak kurang lebih 7 km dari pusat kota secara geografis berada pada 1070 30 bt dan 60 52 ls secara administrasi berada di wilayah desa ciburial kecamatan cimenyan kabupaten bandung dan sebagian masuk desa mekarwangi desa cibodas desa langensari dan desa wangunharja kecamatan lembang kabupaten bandung barat serta kelurahan dago kecamatan coblong kota bandungnberdasarkan hasil rekonstruksi tata batas tahura djuanda tahun 2003 luasnya adalah 52698 ha,Cagar Alam,Bandung,15000,45,90.0,-6.8565791,107.6323734,20
216,Farm House Susu Lembang,sebagai salah satu tempat wisata lembang baru farm house lembang mulai beroperasi sekitar tahun 2015 tempat wisata di bandung biasanya terbantu naik oleh medsos terutama facebook dan instagram tampaknya tempat ini memaksimalkan banget hal ini dengan desain atmosfer eropa banyak spot unik yang pastinya bakal menarik untuk swafotoselfie dan di posting di media sosial memang farmhouse lembang sejauh ini menawarkan wisata foto sebagai daya tarik utamanya miripmirip dengan dago dream park hanya berbeda konsep tempatnya saja,Taman Hiburan,Bandung,30000,44,,-6.832968999999999,107.6056183,25
217,Kebun Binatang Bandung,kebun binatang bandung merupakan salah satu objek wisata alam flora dan fauna di kota bandung jawa barat indonesia kebun binatang bandung terletak berdampingan dengan kampus institut teknologi bandung dan sungai cikapundung,Cagar Alam,Bandung,20000,4,180.0,-6.8897177,107.6077282,21
218,Kawah Putih,kawah putih adalah sebuah tempat wisata di jawa barat yang terletak di desa alam endah kecamatan rancabali kabupaten bandung jawa barat yang terletak di kaki gunung patuha kawah putih merupakan sebuah danau yang terbentuk dari letusan gunung patuha tanah yang bercampur belerang di sekitar kawah ini berwarna putih lalu warna air yang berada di kawah ini berwarna putih kehijauan yang unik dari kawah ini adalah airnya kadang berubah warna danau kawah putih sendiri berada pada ketinggian 2194 m tapi luas total danau kawah putih 25 ha yang dipakai wisata 5 ha dan lokasi kawah sendiri 3 ha,Cagar Alam,Bandung,81000,45,,-7.166203899999999,107.4021256,28
219,Tebing Karaton,tebing keraton atau tebing karaton merupakan sebuah tebing yang berada di dalam kawasan taman hutan raya ir h djuanda tebing ini terletak di kampung ciharegem puncak desa ciburial bandung jawa barat indonesia dari tebing keraton dapat menikmati pemandangan spektakuler bukan lampu kota melainkan hutan,Cagar Alam,Bandung,15000,45,,-6.8340683,107.6636151,25
220,Dusun Bambu,dusun bambu merupakan taman rekreasi berbasis ecotourism di jawa barat dengan konsep private sanctuary lifestyle konsep wisata sehat melalui konsep ini dusun bambu siap menghadirkan sarana rekreasi yang aman dan nyaman dengan senantiasa menerapkan standar protokol kesehatan yang ketat memadukan keindahan alam dan budaya tradisional fasilitas di dusun bambu didesain untuk pengalaman wisata alam yang paling berkesan mulai dari berjalanjalan santai bersepeda menikmati kuliner lezat di tengah pesona alam hingga mengunjungi replika pedesaan tradisional terdapat pula kapasitas kunjungan harian ke dusun bambu untuk memastikan bahwa anjuran social distancing tetap dijalankan dengan begitu dusun bambu siap menjamin keselamatan kunjungan wisata anda menyajikan pengalaman kunjungan yang tak tergantikan dan penjelajahan rasa yang memuaskan hatix000d,Taman Hiburan,Bandung,25000,45,,-6.7897147,107.5791627,31
221,Museum Geologi Bandung,museum geologi didirikan pada tanggal 16 mei 1929 museum ini telah direnovasi dengan dana bantuan dari jica japan international cooperation agency setelah mengalami renovasi museum geologi dibuka kembali dan diresmikan oleh wakil presiden ri megawati soekarnoputri pada tanggal 23 agustus 2000 sebagai salah satu monumen bersejarah museum berada di bawah perlindungan pemerintah dan merupakan peninggalan nasional dalam museum ini tersimpan dan dikelola materimateri geologi yang berlimpah seperti fosil batuan mineral kesemuanya itu dikumpulkan selama kerja lapangan di indonesia sejak 1850,Budaya,Bandung,2000,46,,-6.900716200000001,107.6214553,23
222,Museum Konferensi Asia Afrika,museum konferensi asia afrika merupakan salah satu museum yang berada di kota bandung yang terletak di jalan asia afrika no 65 museum ini merupakan memorabilia konferensi asia afrika museum ini memiliki hubungan yang sangat erat dengan gedung merdeka secara keseluruhan gedung merdeka memiliki dua bangunan utama yang pertama disebut gedung merdeka sebagai tempat sidang utama sedangkan yang berada di samping gedung merdeka adalah museum konferensi asia afrika sebagai tempat memorabilia konferensi asia afrika latar belakang dibangunnya museum ini adalah adanya keinginan dari para pemimpin bangsabangsa di asia dan afrika untuk mengetahui tentang gedung merdeka dan sekitarnya tempat konferensi asia afrika berlangsung hal ini membuat menteri luar negeri republik indonesia prof dr mochtar kusumaatmadja sh llm memiliki ide untuk membangun sebuah museum ide tersebut disampaikannya pada forum rapat panitia peringatan 25 tahun konferensi asia afrika 1980 yang dihadiri oleh direktur jenderal kebudayaan prof dr haryati soebadio sebagai wakil dari departemen pendidikan dan kebudayaan kemudian museum ini diresmikan pada tanggal 24 april 1980 bertepatan dengan peringatan 25 tahun konferensi asia afrika,Budaya,Bandung,0,46,60.0,-6.921109200000001,107.609597,18
223,Masjid Raya Bandung,masjid raya bandung provinsi jawa barat yang dulu dikenal dengan nama masjid agung bandung adalah masjid yang berada di kota bandung jawa barat indonesia status masjid ini adalah sebagai masjid provinsi bagi jawa barat masjid ini pertama dibangun tahun 1810 dan sejak didirikannya masjid agung telah mengalami delapan kali perombakan pada abad ke19 kemudian lima kali pada abad 20 sampai akhirnya direnovasi lagi pada tahun 2001 sampai peresmian masjid raya bandung 4 juni 2003 yang diresmikan oleh gubernur jabar saat itu hr nuriana masjid baru ini yang bercorak arab menggantikan masjid agung yang lama yang bercorak khas sundanmasjid raya bandung seperti yang kita lihat sekarang terdapat dua menara kembar di sisi kiri dan kanan masjid setinggi 81 meter yang selalu dibuka untuk umum setiap hari sabtu dan minggu atap masjid diganti dari atap joglo menjadi satu kubah besar pada atap tengah dan yang lebih kecil pada atap kirikanan masjid serta dinding masjid terbuat dari batu alam kualitas tinggi kini luas tanah keseluruhan masjid adalah 23448 m dengan luas bangunan 8575 m dan dapat menampung sekitar 13000 jamaah,Tempat Ibadah,Bandung,0,47,,-6.9216897,107.6061399,20
224,Dago Dreampark,dago dreampark merupakan wisata kekinian di kota bandung dengan luas 13 hektar yang mengusung konsep jawa sunda bali dengan dilengkapi berbagai fasilitas wahana yang menarik,Taman Hiburan,Bandung,40000,42,150.0,-6.8486423,107.625939,20
225,Orchid Forest Cikole,orchid forest cikole lembang sudah berdiri sejak agustus tahun 2017 tempat ini merupakan taman anggrek terluas di indonesia berada di tengah kawasan hutan lindung dan terbentang seluas 12 hektar setidaknya terdapat 157 jenis bunga anggrek beraneka macam dikembangkan di sini orchid forest cikole bandung memfokuskan diri untuk memperkenalkan dan membudidayakan berbagai tanaman anggrek menggunakan metode lokal maupun internasional spesies anggreknya tidak hanya berasal dari indonesia yang memang merupakan negara kedua terbanyak memiliki varian anggrek tanaman anggrek di orchid forest juga berasal dari negara lain seperti venezuela argentina filipina peru dan amerika serikat,Taman Hiburan,Bandung,50000,46,150.0,-6.780493,107.637475,24
226,Kawasan Punclut,punclut yang merupakan singkatan dari puncak ciumbuleuit adalah salah satu kawasan yang terletak di sebelah utara kota bandung kawasan ini terletak 7 kilometer dari pusat kota bandung pada akhir pekan kawasan punclut dipenuhi oleh wisatawan yang datang untuk berwisata dan menikmati pemandangan kota bandung banyak warga maupun wisatawan yang menggunakan kawasan ini untuk melakukan jalan atau olahraga pagi setiap hari minggu,Taman Hiburan,Bandung,20000,44,120.0,-6.8419756,107.622824,25
227,Alun-Alun Kota Bandung,alunalun bandung adalah pusat kota bandung yang dicirikan oleh sebidang tanah yang luas di sekelilingnya ada bangunanbangunan fungsional tempatnya ada di dekat grote postweg,Taman Hiburan,Bandung,0,46,60.0,-6.9218571,107.6070141,25
228,Museum Sri Baduga,museum sri baduga merupakan sebuah museum yang terletak di kota bandung jawa barat indonesianmuseum ini dikelola oleh pemerintah provinsi jawa barat yang mulai didirikan pada tahun 1974 dengan memanfaatkan bangunan lama bekas kawedanan tegallega yang kemudian diresmikan pada tanggal 5 juni 1980 oleh menteri pendidikan dan kebudayaan waktu itu daoed joesoefnpenamaan museum ini diambil dari gelar salah seorang raja pajajaran sri baduga maharaja sebagaimana tertulis pada prasasti batutulis dan kemudian ditetapkan melalui kepmendikbud nomor 0222301990 tanggal 4 april 1990x000d,Budaya,Bandung,3000,45,,-6.9375748,107.603775,20
229,Rabbit Town,rabbit town bandung merupakan salah satu wisata unik di bandung yang didirikan pada 11 januari 2018 tempat wisata yang menjadikan hewan kelinci sebagai ikon utama pada seluruh dekorasi dibuat dengan tampilan selucu mungkin dan juga menampilkan berbagai jenis kelinci lucu pengunjung yang tertarik dengan hewan ini bisa membawa pulang kelinci dengan membelinya terlebih dahulu tempat wisata ini dimiliki oleh ceo chairman kaum group yaitu pak henry husada pak henry sendiri dengan sengaja menjadikan salah satu rumahnya yang memiliki luas dua hektar dengan 30 kamar dibangun sebuah objek wisata unik selain adanya spesies kelinci tempat ini juga menyuguhkan spot foto bagus tak hanya itu di dalam wisata ini juga terdapat beberapa wahana untuk anakanak sehingga bagi pengunjung yang membawa serta anaknya akan merasa betah berlamalama,Taman Hiburan,Bandung,45000,4,90.0,-6.8669518,107.6100859,13
230,Stone Garden Citatah,stone garden adalah sebutan nama untuk hamparan tanah yang diisi oleh formasi batuan tak beraturan yang indah dan membentuk taman alambandung memiliki banyak wisata alam yang sangat luar biasa ternyata bandung memiliki wisata alam gua yaitu gua pawon dan wisata stone garden gua pawon merupakan gua yang terbentuk pada zaman purbagua ini digunakan oleh manusia purba sebagai tempat berlindung dan uniknya di atas gua pawon terdapat hamparan bebatuan yang sangat indah dengan pemandangan luar biasa dikenal dengan nama stone garden taman batu tidak kalah indah dengan wisata alam tangkuban perahu kawah putih ciwidey dan situ patengan merupakan kawasan wisata alam yang sering dikunjungi oleh banyak wisatawan lokal maupun mancanegara x000d,Taman Hiburan,Bandung,30000,44,,-6.8281528,107.4350179,17
231,The Great Asia Africa,kota bandung tampaknya tidak pernah kehabisan ide kreatif dalam mengembangkan destinasi wisata berbagai tujuan berlibur tersedia di sini mulai dari wisata kuliner sejarah hingga edukasi kemasannya pun dengan cara yang unik dan menarik seperti yang ada di the great asia africa kawasan wisata teranyar di lembang ini menawarkan pengalaman menjelajahi beberapa negara di dua benua selaras dengan namanya,Taman Hiburan,Bandung,50000,44,180.0,-6.833122999999999,107.6041595,22
232,Bukit Moko,bandung sebagai destinasi wisata tak pernah ada habisnya didukung dengan lanskap yang cantik kawasan bandung mampu menarik perhatian wisatawan baik dari segi alam budaya kuliner dan seni kreatif secara bersamaan dari sekian banyak tempat wisata yang tersedia bukit moko bandung menjadi salah satu yang cukup populer namanya dalam beberapa tahun belakangan berada di ketinggian sekitar 1500 mdpl bukit moko memiliki cuaca yang sejuk bagi pengunjung yang tidak biasa di cuaca ini ada baiknya membawa jaket tebal apalagi jika datang saat musim penghujan,Cagar Alam,Bandung,25000,45,,-6.8422202,107.6767988,23
233,Gunung Papandayan,gunung papandayan adalah gunung api strato yang terletak di kabupaten garut jawa barat tepatnya di kecamatan cisurupan gunung dengan ketinggian 2665 meter di atas permukaan laut itu terletak sekitar 70 km sebelah tenggara kota bandungnpada gunung papandayan terdapat beberapa kawah yang terkenal di antaranya kawah mas kawah baru kawah nangklak dan kawah manuk kawahkawah tersebut mengeluarkan uap dari sisi dalamnyantopografi di dalam kawasan curam berbukit dan bergunung serta terdapat tebing yang terjal menurut kalisifikasi schmidt dan ferguson termasuk type iklim b dengan curah hujan ratarata 3000 mmthn kelembaban udara 70 80 dan temperatur 10 c,Cagar Alam,Bandung,30000,46,,-7.319325300000001,107.7310494,31
234,Amazing Art World,amazing art world bandung sebuah objek wisata yang terletak di bandung yang menegaskan bahwa destinasi wisata itu bukan hanya sekedar tentang pantai air terjun atau wisata alam lainnya saja hasil karya lukisanpun ternyata mampu menjadi sebuah destinasi wisata yang sangat menyenangkan apalagi lukisan 3d selain keren tetapi mampu membuat manipulasi bagi mata para pengunjung luasnya amazing art world bandung menjadikannya sebagai salahsatu museum lukisan 3d terbesar bukan hanya di tingkat nasional tetapi di dunia,Budaya,Bandung,75000,45,45.0,-6.8516591,107.5955534,23
235,Gua Belanda,gua belanda bandung merupakan sebuah gua yang berada dalam kawasan yang sekarang ditetapkan sebagai taman hutan raya ir h djuanda adalah bentangan pegunungan dari barat sampai ke timur yang merupakan tangki air raksasa alamiah untuk cadangan di musim kemarau di daerah aliran sungai cikapundung yang ada di taman hutan raya ir h djuanda pada masa pendudukan belanda dibangun pembangkit listrik tenaga air plta bengkok yang merupakan plta pertama di indonesia pada tahun 1918 dimana terowongan tersebut melewati perbukitan batu pasir tufaan,Cagar Alam,Bandung,15000,44,45.0,-6.8544594,107.6377907,22
236,Taman Balai Kota Bandung,taman balai kota bandung merupakan sebuah taman kota yang terletak di kota bandung taman ini berada di sebelah selatan balai kota bandung saat ini taman balai kota bandung terdiri dari dua taman yang menyatu antara lain taman dewi sartika dan taman badak kedua taman tersebut diresmikan oleh walikota bandung saat itu ridwan kamil pada tanggal 19 desember 2017x000d,Taman Hiburan,Bandung,0,46,45.0,-6.912966000000001,107.6096031,30
237,Panghegar Waterboom Bandung,panghegar waterboom bandung merupakan salah satu destinasi wisata yang wajib dikunjungi bagi wisatawan yang hendak mengajak buah hatinya bermain air terletak di buah batu lokasi ini kerap kali diincar saat akhir pekan tak hanya menyuguhkan kolam renang tempat ini juga menyediakan berbagai wahana menarik yang sayang jika dilewatkan terdiri dari seluncuran air yang dibagi untuk 2 kategori yaitu seluncuran orang dewasa dan seluncuran anakanak destinasi rekreasi keluarga menawarkan beragam kegiatan seru baik untuk anakanak maupun dewasa terdapat beberapa jenis kolam yang bisa dicoba kolam ombak kolam mini kolam arus dan lain sebagainya ada pun yang paling baru di panghegar waterboom bandung yaitu kolam air panas yang disajikan bagi wisatawan yang hendak berendam,Taman Hiburan,Bandung,75000,43,,-6.961403199999999,107.6227321,16
238,Gunung Manglayang,gunung manglayang adalah sebuah gunung bertipe stratovolcano yang terletak di antara kota bandung dan kabupaten sumedang jawa barat indonesia dan memiliki ketinggian sekitar 1818 mdpl pemandangannya cukup indah tetapi karena relatif tidak terlalu tinggi sehingga kurang dikenal oleh pendakipendaki gunung pada umumnyadalam deretan gununggunung burangrang tangkuban perahu bukit tunggul gunung manglayang gunung manglayang menjadi gunung yang terindah dari rangkaian keempat gunung tersebut mungkin itulah sebabnya di kalangan para penggiat alam bebas gunung ini sempat terlupakan terkecuali para penggiat alam bebas dari bandung dan sekitarnya walaupun begitu gunung manglayang tetap menawarkan pesona alamnya tersendiri,Cagar Alam,Bandung,7500,45,,-6.876111099999999,107.7436111,17
239,Lembang Park & Zoo,di lembang park zoo ada 370 ekor satwa lengkap dari berbagai jenis herbivora karnivora dan omnivora luas total tempat ini mencapai 20 hektar namun baru 10 hektar yang dikembangkan sisanya akan dikembangkan sebagai wisata berkonsep safari di area safari tersebut pengunjung bisa berkeliling menggunakan kendaraan untuk melihat satwa yang bebas dilepas di area tersebut,Cagar Alam,Bandung,50000,45,210.0,-6.8059154,107.5919726,21
